GOLD Annotated?	Index	Sentence	Entity	Character Offsets	GOLD Flat Grounding	GOLD Flat Grounding Score	GOLD Concept Grounding	GOLD Concept Score	GOLD Process Grounding	GOLD Process Score	GOLD Property Grounding	GOLD Property Score
	971	He said Kenyan troops patrolling the vast, harsh terrain had arrested several people suspected of involvement in the fighting.	suspected	Interval(85, 94)	wm/concept/causal_factor/social_and_political/criminal/crime	0.63771826	wm_compositional/concept/causal_factor/intervention/provision of goods and services/health/sexual violence management	0.59292215	wm_compositional/process/conflict/abduction	0.5647373	None	None
	972	this crisis was followed in 2017 by a deep Indian Ocean dipole-induced drought in south and southeastern Ethiopia leaving 8.5 million Ethiopians in need of relief food assistance.	this crisis	Interval(0, 11)	wm/concept/causal_factor/crisis_and_disaster/	0.9143274	wm_compositional/concept/causal_factor/crisis_and_disaster/crisis/	0.99999994	wm_compositional/process/economic/	0.7357197	None	None
	972	this crisis was followed in 2017 by a deep Indian Ocean dipole-induced drought in south and southeastern Ethiopia leaving 8.5 million Ethiopians in need of relief food assistance.	dipole-induced drought	Interval(56, 78)	wm/concept/causal_factor/crisis_and_disaster/environmental_disasters/natural_disaster/drought	0.9092204	wm_compositional/concept/causal_factor/environment/precipitation/drought	1.0000001	wm_compositional/process/environment/climate_change	0.56830245	None	None
	973	Br 300/m for regular labour Work shared between community to ensure all benefit.	regular labour Work	Interval(13, 32)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/labor_market	0.7808193	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/labor_market	0.73061895	wm_compositional/process/economic/	0.52855164	None	None
	973	Br 300/m for regular labour Work shared between community to ensure all benefit.	benefit	Interval(72, 79)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/provision_of_credit_and_training_for_income_generation	0.7111215	wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide cash	0.69336104	None	None	None	None
	974	At their summit in the celebration of the 50th anniversary of the founding of the pan-African bloc, heads of member states expressed deep concern by the persistence of conflicts and cases of relapse into violence, in some parts of Africa.	conflicts	Interval(168, 177)	wm/concept/causal_factor/social_and_political/conflict/	1.0000001	wm_compositional/concept/causal_factor/social_and_political/security/conflict/	0.8895148	wm_compositional/process/conflict/	0.8895148	None	None
	974	At their summit in the celebration of the 50th anniversary of the founding of the pan-African bloc, heads of member states expressed deep concern by the persistence of conflicts and cases of relapse into violence, in some parts of Africa.	deep concern	Interval(133, 145)	wm/concept/causal_factor/environmental/natural_resources/water_bodies	0.5163632	wm_compositional/concept/causal_factor/social_and_political/security/physical_insecurity	0.6656872	wm_compositional/process/conflict/	0.5806066	None	None
	975	In an effort to limit the increase in prices, which reached levels well above those in July last year, the commissary for food Security started the free distribution of millet and sorghum to the most vulnerable groups of the population.	limit the increase in prices	Interval(16, 44)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/	0.79451275	None	None	None	None	None	None
	975	In an effort to limit the increase in prices, which reached levels well above those in July last year, the commissary for food Security started the free distribution of millet and sorghum to the most vulnerable groups of the population.	the increase	Interval(22, 34)	wm/concept/causal_factor/trend	0.8918436	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/revenue	0.6579353	wm_compositional/process/economic/consumption	0.5818051	None	None
	976	The AU believes unlocking restrictive business practices especially those which exclude girls and young women from effectively playing their roles in the national economies, leads directly to losses of 9% equivalent of the Gross Domestic Product (GDP), an impact likely to be felt for much longer.	losses	Interval(192, 198)	wm/concept/causal_factor/health_and_life/death	0.60095865	wm_compositional/concept/causal_factor/agriculture/livestock	0.6445253	wm_compositional/process/economic/	0.5366094	None	None
	976	The AU believes unlocking restrictive business practices especially those which exclude girls and young women from effectively playing their roles in the national economies, leads directly to losses of 9% equivalent of the Gross Domestic Product (GDP), an impact likely to be felt for much longer.	practices	Interval(47, 56)	wm/concept/causal_factor/interventions/teaching,_training_and_public_awareness/	0.6816779	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/labor_market	0.6618526	wm_compositional/process/management/	0.61650836	None	None
	977	The emission of gases from industries exacerbated the pollution of the environment and damaged the ozone layer meant to naturally protect earth from ultraviolet rays.	The emission of gases from industries	Interval(0, 37)	wm/concept/causal_factor/environmental/pollution/air_pollution	0.83168244	wm_compositional/concept/causal_factor/environment/pollution/air_pollution	0.72868633	wm_compositional/process/environment/emission	1.0	None	None
	977	The emission of gases from industries exacerbated the pollution of the environment and damaged the ozone layer meant to naturally protect earth from ultraviolet rays.	the pollution of the environment	Interval(50, 82)	wm/concept/causal_factor/environmental/environment	0.86503696	wm_compositional/concept/causal_factor/environment/pollution/	1.0000001	wm_compositional/process/environment/pollution	1.0000001	None	None
	978	Climate shocks are common in Ethiopia and often cause poor or failed harvests that lead to acute food shortages.	often cause poor or failed harvests that lead to acute food shortages	Interval(42, 111)	wm/concept/causal_factor/food_insecurity/food_unavailability	0.81939536	wm_compositional/concept/causal_factor/indicator_and_reported_property/agriculture/Crop Production	0.5443905	wm_compositional/process/agriculture/harvesting	0.7801106	None	None
	978	Climate shocks are common in Ethiopia and often cause poor or failed harvests that lead to acute food shortages.	poor or failed harvests that lead to acute food shortages	Interval(54, 111)	wm/concept/causal_factor/food_insecurity/food_unavailability	0.8384893	wm_compositional/concept/causal_factor/indicator_and_reported_property/agriculture/Crop Production	0.5443905	wm_compositional/process/agriculture/harvesting	0.7801106	None	None
	979	Damaged infrastructure caused by ongoing conflict has compounded needs across sectors including health , education , livelihoods , food security Returnees and IDPs High numbers of IDPs and the steady flow of returnees continue to strain resources .	Damaged infrastructure	Interval(0, 22)	wm/concept/causal_factor/interventions/construction_of_infrastructure/	0.75941205	wm_compositional/concept/causal_factor/infrastructure/	1.0000001	wm_compositional/process/management/development	0.60641766	None	None
	980	Remember that, simplifying, the disposable income after taxes of the private sector (Ydisp) goes 41 to consumption and investment (both part of absorption) and to holding monetary balances	taxes	Interval(56, 61)	wm/concept/causal_factor/social_and_political/government/tax_duty	0.8801526	wm_compositional/concept/causal_factor/social_and_political/government/tax_duty	0.75630176	wm_compositional/process/economic/	0.65111804	None	None
