GOLD Annotated?	Index	Sentence	Entity	Character Offsets	Cause/Effect	GOLD Flat Grounding	GOLD Flat Grounding Score	GOLD Concept Grounding	GOLD Concept Score	GOLD Process Grounding	GOLD Process Score	GOLD Property Grounding	GOLD Property Score	Notes	Total annotated:	80
	836	The inter-connection of the power grids of the two countries is expected to enable Kenya access additional electricity to fix energy supply shortage that has been experienced in recent years as a result of erratic weather patterns and rapid economic growth .	fix energy supply shortage	(122,148)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/supply/	0.7902315	wm/concept/causal_factor/health_and_life/basic_needs	0.504042	None	None	None	None			
	837	However, it found that 100 percent DFQF access under AGOA would have a significant impact.	access	(40,46)	cause	wm/concept/causal_factor/access/	0.9999998	wm/concept/causal_factor/social_and_political/humanitarian/basic_services	0.5957159	wm/process/access/	0.9999998	None	None			
	837	However, it found that 100 percent DFQF access under AGOA would have a significant impact.	a significant impact	(69,89)	effect	wm/concept/causal_factor/trend	0.74570537	wm/concept/causal_factor/economic_and_commerce/economic_activity/	0.6390533	wm/process/economic/	0.6390533	None	None			
	838	Moreover, poor rainfall in these areas and in parts of North Darfur led to very poor regeneration of pasture and water sources for livestock.	led to very poor regeneration of pasture and water sources for livestock	(68,140)	cause	wm/concept/causal_factor/interventions/provision_of_goods_and_services/provision_of_water_for_livestock	0.8009307	wm/concept/causal_factor/environmental/natural_resources/water_commodity	0.9322416	wm/process/agriculture/	0.6849187	None	None			
	838	Moreover, poor rainfall in these areas and in parts of North Darfur led to very poor regeneration of pasture and water sources for livestock.	to very poor regeneration of pasture and water sources	(72,126)	effect	wm/concept/causal_factor/access/water_access	0.80251944	wm/concept/causal_factor/environmental/natural_resources/water_commodity	0.9322416	wm/process/agriculture/	0.6849187	None	None			
	839	In terms of poverty , the elimination of agricultural export taxes increases the domestic price of food ( and therefore the poverty line ) , which , together with the decline of employment , leads to an increase in poverty .	elimination of agricultural export taxes	(26,66)	cause	wm/concept/causal_factor/social_and_political/government/tax_duty	0.811082	wm/concept/causal_factor/social_and_political/government/tax_duty	0.75630176	wm/process/economic/export	1.0000001	None	None			
	839	In terms of poverty , the elimination of agricultural export taxes increases the domestic price of food ( and therefore the poverty line ) , which , together with the decline of employment , leads to an increase in poverty .	domestic price of food	(81,103)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/food_price	0.9031358	wm/concept/causal_factor/social_and_political/humanitarian/food	1.0000001	wm/process/economic/consumption	0.5035498	wm/property/price	1.0			
	840	The main sticking point in Addis Ababa is a standoff over a push by the G77 developing countries to upgrade a U.N. tax body, which they hope would set new global rules to crackdown on tax dodging, mainly by multinationals.	tax	(115,118)	cause	wm/concept/causal_factor/social_and_political/government/tax_duty	0.8801526	wm/concept/causal_factor/social_and_political/government/tax_duty	0.81276214	wm/process/economic/depreciation	0.54722536	None	None			
	840	The main sticking point in Addis Ababa is a standoff over a push by the G77 developing countries to upgrade a U.N. tax body, which they hope would set new global rules to crackdown on tax dodging, mainly by multinationals.	crackdown	(171,180)	effect	wm/concept/causal_factor/social_and_political/conflict/demonstrate	0.59377885	wm/concept/causal_factor/social_and_political/conflict/demonstrate	0.5723623	None	None	None	None			
	841	In 2006 , deworming after the first trimester was added and around the same time the government also induced cash incentives for mothers and health care providers to have children delivered in medical facilities .	government	(85,95)	cause	wm/concept/causal_factor/social_and_political/government/	1.0000002	wm/concept/causal_factor/social_and_political/government/	1.0000002	wm/process/economic/	0.6576553	None	None			
	841	In 2006 , deworming after the first trimester was added and around the same time the government also induced cash incentives for mothers and health care providers to have children delivered in medical facilities .	cash incentives for mothers and health care providers	(109,162)	effect	wm/concept/causal_factor/interventions/provision_of_goods_and_services/newborn_and_childhood_essential_health_care_services	0.8436063	wm/concept/causal_factor/intervention/provision of goods and services/health/	1.0	wm/process/access/access	0.5527563	None	None			
	842	Then after, he arrived in West Africa in his relief mission in war torn Biafra, a breakaway republic of Nigeria to gain an international fame as he stood by the side of the people suffering from a series of turmoil which later resulted in disagreements between the governments of Nigeria and Sweden.	turmoil	(207,214)	cause	wm/concept/causal_factor/social_and_political/political/political_instability	0.7297762	wm/concept/causal_factor/crisis_and_disaster/crisis/	0.72991866	wm/process/conflict/	0.6032551	None	None			
	842	Then after, he arrived in West Africa in his relief mission in war torn Biafra, a breakaway republic of Nigeria to gain an international fame as he stood by the side of the people suffering from a series of turmoil which later resulted in disagreements between the governments of Nigeria and Sweden.	suffering	(180,189)	effect	wm/concept/causal_factor/crisis_and_disaster/famine	0.6369148	wm/concept/causal_factor/health_and_life/death	0.67110103	wm/process/agriculture/failure	0.5129499	None	None			
	843	The increase in the prices of cereals are driven by supply constraints arising out of high transportation costs , the high fuel prices and sharp depreciation of local currency which has reduced the imports from neighbouring countries .	sharp depreciation of local currency	(139,175)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/currency	0.7863488	wm/concept/causal_factor/economic_and_commerce/economic_activity/currency	0.8355115	wm/process/economic/depreciation	1.0000001	None	None			
	843	The increase in the prices of cereals are driven by supply constraints arising out of high transportation costs , the high fuel prices and sharp depreciation of local currency which has reduced the imports from neighbouring countries .	imports	(198,205)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/import/	1.0	wm/concept/causal_factor/economic_and_commerce/economic_activity/goods	0.53268915	wm/process/economic/export	0.78688836	None	None			
	844	ADDIS ABABA , Ethiopia ( AP ) - The U.S. envoy to South Sudan urged its government on Friday to start political reforms , saying the issues that led to armed conflict must be resolved so the world 's newest country can achieve lasting peace .	issues	(133,139)	cause	wm/concept/causal_factor/crisis_and_disaster/environmental_disasters/weather_issue/	0.7733832	wm/concept/causal_factor/crisis_and_disaster/crisis/weather_issue/	0.68343484	wm/process/conflict/	0.6041901	None	None			
	844	ADDIS ABABA , Ethiopia ( AP ) - The U.S. envoy to South Sudan urged its government on Friday to start political reforms , saying the issues that led to armed conflict must be resolved so the world 's newest country can achieve lasting peace .	armed conflict	(152,166)	effect	wm/concept/causal_factor/social_and_political/conflict/hostility	0.8842749	wm/concept/causal_factor/social_and_political/conflict/	1.0000001	wm/process/conflict/	1.0000001	None	None			
	845	South Sudan ' s economic crisis has been driven by the rapidly depreciating value of the South Sudanese Pound ( SSP ) , shortages of hard currency , global declines in oil prices and significant dependence on imports .	significant dependence on imports	(183,216)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/import/food_import	0.7142536	wm/concept/causal_factor/social_and_political/physical_insecurity	0.57964444	wm/process/economic/consumption	0.53412414	None	None			
